,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
2126,West Madhya Pradesh,1944,15.8,14.8,34.1,2.6,0.8,87.9,500.6,519.5,118.7,49.2,1.1,2.6,1347.7,30.7,37.5,1226.8,52.8
2127,West Madhya Pradesh,1945,22.2,0.0,0.0,3.6,3.2,190.3,377.4,235.9,211.1,3.6,0.0,0.0,1047.4,22.2,6.9,1014.7,3.6
2128,West Madhya Pradesh,1946,0.0,10.9,0.1,3.0,3.2,256.8,341.4,387.5,100.4,5.9,117.9,23.6,1250.7,10.9,6.3,1086.1,147.5
2129,West Madhya Pradesh,1947,18.3,3.9,2.3,3.8,1.9,48.1,319.5,350.5,282.2,14.0,3.5,16.7,1064.7,22.3,7.9,1000.2,34.2
2130,West Madhya Pradesh,1948,36.6,6.7,0.7,0.9,0.7,145.0,382.5,369.7,225.8,17.8,61.1,0.2,1247.6,43.3,2.3,1122.9,79.1
2131,West Madhya Pradesh,1949,0.0,3.4,0.4,0.3,19.7,90.3,326.9,137.2,334.7,50.8,2.4,0.0,966.2,3.4,20.4,889.1,53.2
2132,West Madhya Pradesh,1950,2.4,2.0,15.0,0.3,5.8,34.8,411.3,182.6,230.4,2.9,0.0,16.9,904.5,4.4,21.2,859.2,19.8
2133,West Madhya Pradesh,1951,5.3,0.4,6.0,0.5,3.5,88.0,231.7,205.5,85.5,18.9,4.4,0.0,649.7,5.7,10.0,610.7,23.2
2134,West Madhya Pradesh,1952,0.7,8.9,1.7,1.7,0.8,163.6,367.7,239.4,35.8,1.4,0.0,7.6,829.1,9.5,4.2,806.4,9.0
2135,West Madhya Pradesh,1953,19.1,0.0,0.0,2.0,1.1,72.6,273.0,304.2,107.1,14.5,0.0,0.1,793.7,19.1,3.1,756.9,14.6
2136,West Madhya Pradesh,1954,12.3,11.9,5.4,0.1,1.0,70.6,318.7,183.2,480.1,16.9,0.3,0.0,1100.7,24.2,6.6,1052.6,17.3
2137,West Madhya Pradesh,1955,26.8,2.2,0.6,1.5,1.5,188.8,97.7,441.1,249.5,139.5,0.0,0.0,1149.2,29.0,3.6,977.1,139.5
2138,West Madhya Pradesh,1956,10.9,0.8,3.5,0.4,49.1,112.1,411.4,235.5,127.8,95.8,12.8,5.7,1065.8,11.7,53.0,886.8,114.3
2139,West Madhya Pradesh,1957,12.5,0.1,30.4,5.6,4.0,89.3,223.2,339.9,112.7,12.5,1.2,1.6,832.9,12.6,40.0,765.0,15.2
2140,West Madhya Pradesh,1958,3.2,1.3,1.4,3.2,0.9,82.5,383.6,284.0,271.1,57.7,10.1,0.7,1099.7,4.5,5.6,1021.2,68.5
2141,West Madhya Pradesh,1959,23.0,0.1,0.2,4.0,22.0,78.9,395.5,325.8,254.3,70.7,7.0,0.0,1181.4,23.1,26.1,1054.5,77.8
2142,West Madhya Pradesh,1960,25.2,0.0,12.4,1.4,6.6,132.5,203.2,392.9,53.6,53.2,0.0,1.5,882.3,25.2,20.3,782.1,54.6
2143,West Madhya Pradesh,1961,22.0,1.8,0.5,0.7,6.9,74.0,311.3,318.8,559.4,128.5,8.3,1.3,1433.7,23.9,8.2,1263.5,138.2
2144,West Madhya Pradesh,1962,6.7,4.9,7.8,8.4,4.1,16.4,308.7,207.0,313.3,0.1,8.2,20.3,905.9,11.6,20.3,845.5,28.6
2145,West Madhya Pradesh,1963,6.1,5.5,2.5,3.0,3.9,71.0,235.2,363.1,155.4,26.8,30.6,2.2,905.4,11.6,9.4,824.8,59.5
2146,West Madhya Pradesh,1964,0.0,0.0,2.2,0.0,7.7,111.7,278.8,312.2,163.3,2.8,0.0,1.2,880.1,0.1,10.0,866.0,4.1
2147,West Madhya Pradesh,1965,4.8,0.7,1.6,2.0,0.6,31.1,270.8,142.5,124.0,5.9,1.0,9.6,594.7,5.5,4.2,568.5,16.5
2148,West Madhya Pradesh,1966,4.0,0.9,2.2,0.1,2.8,69.2,267.7,200.6,104.0,0.6,23.8,4.1,680.0,4.9,5.1,641.5,28.5
2149,West Madhya Pradesh,1967,0.0,0.0,31.9,2.5,0.9,125.9,223.5,253.8,222.2,2.3,0.1,82.5,945.6,0.0,35.3,825.4,84.9
2150,West Madhya Pradesh,1968,9.2,2.0,9.7,1.2,0.2,34.4,404.1,291.9,94.1,14.1,0.0,0.4,861.2,11.2,11.1,824.4,14.5
2151,West Madhya Pradesh,1969,5.7,0.3,0.0,0.2,0.8,47.9,393.4,395.9,226.5,0.0,45.8,0.3,1117.0,6.1,1.1,1063.7,46.1
2152,West Madhya Pradesh,1970,19.9,12.1,8.3,0.5,12.2,254.4,186.5,346.6,265.8,6.8,0.0,0.0,1113.2,32.0,21.0,1053.4,6.8
2153,West Madhya Pradesh,1971,5.4,2.0,1.2,2.8,17.7,183.9,446.9,220.3,209.6,45.6,0.2,0.0,1135.7,7.3,21.8,1060.8,45.8
2154,West Madhya Pradesh,1972,0.1,3.7,0.1,0.1,1.9,92.0,161.5,421.3,74.4,3.9,10.1,1.1,770.3,3.8,2.1,749.3,15.1
2155,West Madhya Pradesh,1973,0.1,5.2,0.0,0.3,2.6,74.0,553.1,478.8,256.6,26.2,0.2,9.8,1406.9,5.3,2.9,1362.5,36.2
2156,West Madhya Pradesh,1974,0.2,0.6,0.3,0.7,14.6,40.8,289.5,372.9,65.3,89.0,0.8,1.9,876.6,0.8,15.7,768.5,91.6
2157,West Madhya Pradesh,1975,1.2,3.4,0.6,0.2,3.4,136.2,265.4,357.7,245.3,51.0,0.0,0.3,1064.6,4.6,4.2,1004.6,51.2
2158,West Madhya Pradesh,1976,7.3,0.7,3.4,3.8,8.4,158.9,261.3,350.5,183.3,1.2,46.8,2.0,1027.7,8.0,15.6,954.0,50.1
2159,West Madhya Pradesh,1977,2.5,5.3,4.9,3.0,10.3,157.3,265.3,316.1,188.8,12.5,35.2,1.6,1002.7,7.8,18.2,927.4,49.4
2160,West Madhya Pradesh,1978,3.5,15.7,5.5,4.0,0.0,138.0,318.7,409.3,61.8,7.3,21.9,17.5,1003.3,19.3,9.5,927.8,46.8
2161,West Madhya Pradesh,1979,21.3,35.2,8.5,0.2,9.3,110.1,195.7,260.0,34.9,6.1,97.7,2.8,781.9,56.5,18.1,600.7,106.6
2162,West Madhya Pradesh,1980,0.4,0.7,0.5,0.2,0.9,254.4,186.8,345.7,50.3,3.4,1.8,28.9,873.9,1.1,1.6,837.2,34.0
2163,West Madhya Pradesh,1981,4.3,0.4,10.1,0.1,10.7,118.1,268.7,297.2,122.5,20.6,19.1,18.4,890.2,4.7,20.9,806.3,58.2
2164,West Madhya Pradesh,1982,44.8,4.7,3.2,2.7,8.3,61.5,247.2,386.7,89.3,23.3,60.0,2.4,934.1,49.6,14.1,784.7,85.6
2165,West Madhya Pradesh,1983,4.8,0.6,0.1,13.7,13.9,88.3,238.2,364.4,291.5,55.2,0.0,1.1,1071.9,5.4,27.7,982.5,56.3
2166,West Madhya Pradesh,1984,15.2,6.1,0.0,0.1,0.0,63.5,165.3,536.0,60.3,12.5,0.0,0.5,859.5,21.3,0.1,825.2,13.0
2167,West Madhya Pradesh,1985,2.1,0.0,0.2,4.5,4.2,55.4,211.7,294.4,144.4,157.8,0.0,0.0,874.7,2.1,8.9,705.9,157.8
2168,West Madhya Pradesh,1986,9.5,40.5,2.5,0.2,5.3,129.8,470.6,237.5,33.4,6.5,0.1,1.2,937.1,50.0,8.0,871.3,7.8
2169,West Madhya Pradesh,1987,25.7,13.2,0.6,0.0,7.1,74.3,144.2,362.7,77.7,55.1,8.1,15.3,783.9,38.9,7.7,658.9,78.5
2170,West Madhya Pradesh,1988,3.5,0.6,2.2,5.1,4.7,136.0,313.6,278.9,146.5,59.5,0.4,0.1,951.2,4.1,12.0,875.0,60.1
2171,West Madhya Pradesh,1989,2.3,0.2,9.4,0.2,2.9,129.8,150.5,369.5,88.2,0.6,0.0,4.8,758.5,2.5,12.5,738.1,5.4
2172,West Madhya Pradesh,1990,0.7,9.3,1.3,1.0,29.4,161.2,265.0,384.2,258.3,23.2,2.8,7.6,1144.0,10.0,31.8,1068.7,33.6
2173,West Madhya Pradesh,1991,0.1,3.6,1.3,3.3,1.3,96.4,344.7,262.2,25.1,0.0,3.8,3.6,745.5,3.7,5.9,728.5,7.4
2174,West Madhya Pradesh,1992,0.1,0.2,0.1,0.1,5.8,51.0,211.8,314.4,105.9,62.7,2.2,0.0,754.2,0.2,6.0,683.1,64.9
2175,West Madhya Pradesh,1993,0.0,5.0,7.2,0.6,2.9,113.5,337.7,236.9,300.5,22.1,1.3,4.1,1031.9,5.0,10.7,988.7,27.5
2176,West Madhya Pradesh,1994,14.7,5.4,0.2,5.5,1.3,221.1,352.9,385.8,187.2,2.6,2.9,0.0,1179.5,20.1,6.9,1147.0,5.5
2177,West Madhya Pradesh,1995,14.7,0.8,15.6,1.4,1.3,67.2,320.2,252.1,163.6,19.6,0.0,8.1,864.7,15.5,18.3,803.1,27.7
2178,West Madhya Pradesh,1996,10.3,4.7,2.2,0.4,1.4,48.6,438.5,366.3,154.7,57.3,1.1,0.0,1085.4,15.0,4.0,1008.0,58.4
2179,West Madhya Pradesh,1997,3.0,0.0,0.7,4.0,1.7,89.7,345.9,334.8,97.2,36.1,51.4,93.9,1058.3,3.0,6.4,867.6,181.4
2180,West Madhya Pradesh,1998,2.5,0.6,8.9,1.9,0.6,92.9,279.0,208.4,286.6,39.1,6.4,0.0,926.9,3.1,11.3,867.0,45.5
2181,West Madhya Pradesh,1999,0.9,31.0,0.0,0.0,4.5,127.0,284.0,188.0,330.8,86.2,0.3,0.0,1052.7,32.0,4.5,929.8,86.5
2182,West Madhya Pradesh,2000,0.1,,0.1,0.1,30.1,93.4,320.5,136.2,31.6,1.2,0.0,0.2,,,30.3,581.7,1.4
2183,West Madhya Pradesh,2001,2.1,0.0,1.1,6.0,16.4,203.6,269.2,198.9,27.5,62.2,0.0,0.0,787.0,2.2,23.5,699.1,62.2
2184,West Madhya Pradesh,2002,0.4,19.7,1.5,1.7,3.9,138.9,46.9,317.7,141.0,5.9,5.9,0.8,684.1,20.1,7.1,644.4,12.6
2185,West Madhya Pradesh,2003,1.1,21.1,0.1,1.0,0.3,128.7,307.5,228.0,254.9,0.9,0.2,2.5,946.4,22.2,1.4,919.2,3.6
2186,West Madhya Pradesh,2004,16.8,0.0,0.0,0.4,4.8,83.7,218.0,421.9,55.7,43.7,2.2,0.8,848.1,16.8,5.3,779.2,46.7
2187,West Madhya Pradesh,2005,13.7,3.1,12.3,6.1,1.9,81.2,345.7,130.5,155.1,1.3,0.0,1.4,752.2,16.8,20.3,712.4,2.7
2188,West Madhya Pradesh,2006,0.0,0.0,44.3,3.3,22.8,74.5,299.0,501.9,198.1,13.7,8.6,3.0,1169.2,0.0,70.4,1073.5,25.2
2189,West Madhya Pradesh,2007,1.7,11.5,2.6,0.6,14.6,99.9,305.6,220.6,138.3,0.0,10.5,0.6,806.5,13.3,17.8,764.3,11.1
2190,West Madhya Pradesh,2008,0.4,0.0,2.5,2.5,3.8,194.2,221.8,205.8,139.7,12.9,7.5,0.0,791.1,0.4,8.8,761.5,20.5
2191,West Madhya Pradesh,2009,5.5,0.0,0.1,1.3,6.5,56.8,320.3,172.7,139.6,89.9,65.1,19.1,877.0,5.5,7.9,689.4,174.1
2192,West Madhya Pradesh,2010,2.2,5.4,0.8,0.1,0.4,62.2,258.5,291.5,136.1,13.6,4.6,0.8,776.3,7.6,1.4,748.3,19.0
2193,West Madhya Pradesh,2011,0.0,1.7,0.1,1.8,3.6,241.5,306.7,343.3,165.0,0.2,0.0,0.0,1063.9,1.7,5.5,1056.5,0.2
2194,West Madhya Pradesh,2012,6.2,0.0,0.0,0.9,3.1,48.2,439.2,341.2,194.3,2.1,0.0,0.0,1035.2,6.2,4.0,1023.0,2.1
2195,West Madhya Pradesh,2013,1.7,31.1,8.5,2.8,0.4,263.7,485.1,432.6,98.9,68.7,0.3,2.4,1396.3,32.8,11.7,1280.4,71.4
2196,West Madhya Pradesh,2014,25.6,34.4,4.6,1.4,1.4,30.6,337.4,211.0,192.6,7.0,3.0,15.8,864.9,60.0,7.5,771.6,25.8
2197,West Madhya Pradesh,2015,40.2,6.4,53.5,13.3,2.0,154.1,428.2,276.6,55.6,11.0,0.3,1.0,1042.3,46.6,68.9,914.5,12.4
2198,West Madhya Pradesh,2016,5.2,0.2,2.4,0.0,10.0,111.1,432.9,394.8,100.8,40.6,0.0,0.0,1098.0,5.3,12.4,1039.6,40.6
2199,West Madhya Pradesh,2017,4.6,1.9,1.5,0.2,6.9,120.0,292.8,173.7,151.4,13.5,0.4,2.0,769.0,6.5,8.5,738.0,16.0
2200,East Madhya Pradesh,1901,48.5,38.1,15.7,10.7,6.2,61.0,367.5,589.2,189.9,5.9,0.0,0.0,1332.7,86.5,32.7,1207.7,5.9
2201,East Madhya Pradesh,1902,14.9,8.9,0.0,3.6,2.7,28.0,411.9,227.0,236.6,17.0,27.6,6.1,984.2,23.8,6.2,903.5,50.7
2202,East Madhya Pradesh,1903,5.6,2.9,0.3,0.9,37.5,67.5,261.4,366.7,257.4,177.9,0.0,0.0,1178.1,8.5,38.7,953.0,177.9
2203,East Madhya Pradesh,1904,2.0,15.3,48.2,0.0,8.6,109.9,443.2,316.6,135.6,44.8,3.2,16.9,1144.2,17.3,56.7,1005.2,65.0
2204,East Madhya Pradesh,1905,15.9,8.0,14.3,12.3,10.2,34.4,292.4,243.3,250.9,2.9,0.0,1.6,886.0,23.9,36.7,821.0,4.4
2205,East Madhya Pradesh,1906,12.1,28.3,30.8,0.0,3.5,226.1,444.2,190.1,417.0,7.1,1.7,8.8,1369.7,40.4,34.4,1277.3,17.6
2206,East Madhya Pradesh,1907,7.0,103.1,4.5,30.5,5.1,90.9,221.9,512.3,20.1,0.0,13.0,1.2,1009.6,110.1,40.1,845.2,14.2
2207,East Madhya Pradesh,1908,18.2,17.0,9.4,1.4,3.4,117.7,528.9,588.6,127.5,13.0,0.4,5.0,1430.6,35.2,14.1,1362.8,18.4
2208,East Madhya Pradesh,1909,19.8,16.3,5.3,72.4,6.2,208.5,387.0,240.5,123.6,0.2,0.0,42.2,1122.0,36.1,83.9,959.6,42.4
2209,East Madhya Pradesh,1910,10.0,0.1,0.2,2.6,9.6,221.3,225.6,377.5,258.0,49.0,68.3,0.0,1222.2,10.1,12.4,1082.4,117.3
2210,East Madhya Pradesh,1911,22.7,0.8,15.9,0.8,3.9,204.7,175.9,362.6,296.4,62.9,50.5,0.0,1197.1,23.5,20.6,1039.6,113.3
2211,East Madhya Pradesh,1912,8.4,46.0,0.2,4.8,3.1,35.6,460.4,373.5,165.8,1.0,49.2,2.5,1150.6,54.3,8.1,1035.4,52.7
2212,East Madhya Pradesh,1913,1.3,58.4,22.7,0.0,24.2,201.6,262.5,281.3,63.1,2.7,0.7,17.7,936.4,59.8,46.9,808.5,21.2
2213,East Madhya Pradesh,1914,0.1,9.3,56.1,19.8,21.3,107.6,544.5,339.8,138.4,8.4,1.9,2.8,1250.1,9.4,97.2,1130.4,13.1
2214,East Madhya Pradesh,1915,16.2,36.7,52.6,8.3,10.4,178.2,378.4,416.2,159.7,116.2,6.7,2.8,1382.3,52.9,71.3,1132.6,125.6
2215,East Madhya Pradesh,1916,0.0,26.6,0.1,2.2,6.3,286.0,250.5,452.7,253.2,177.4,25.2,0.0,1480.2,26.6,8.5,1242.4,202.6
2216,East Madhya Pradesh,1917,5.8,39.3,25.4,6.4,63.2,223.8,396.4,466.3,345.9,63.0,0.0,3.8,1639.3,45.0,95.0,1432.4,66.8
2217,East Madhya Pradesh,1918,1.2,6.5,2.3,1.2,29.1,233.1,191.9,331.9,102.9,0.2,18.7,11.5,930.5,7.7,32.6,859.8,30.4
2218,East Madhya Pradesh,1919,120.7,29.7,10.8,9.2,23.2,158.9,479.8,713.0,105.6,82.3,10.8,3.3,1747.1,150.3,43.1,1457.3,96.4
2219,East Madhya Pradesh,1920,12.2,1.7,17.0,6.3,12.7,93.8,426.4,237.8,91.6,0.1,0.0,0.0,899.5,13.9,36.0,849.6,0.1
2220,East Madhya Pradesh,1921,24.4,3.4,0.0,0.5,0.0,216.6,255.1,379.5,251.6,0.9,0.0,0.0,1132.1,27.8,0.6,1102.8,0.9
2221,East Madhya Pradesh,1922,39.1,6.1,0.5,2.5,0.9,132.7,459.2,321.0,231.1,6.6,35.0,3.2,1238.0,45.2,4.0,1144.1,44.8
2222,East Madhya Pradesh,1923,5.1,9.8,20.0,2.1,2.3,27.2,466.7,676.3,193.4,31.5,0.2,9.2,1443.9,14.9,24.5,1363.6,40.9
2223,East Madhya Pradesh,1924,29.4,9.0,7.2,1.1,1.4,43.5,547.3,377.7,244.6,29.9,13.8,10.5,1315.3,38.4,9.7,1213.2,54.1
2224,East Madhya Pradesh,1925,0.1,0.0,0.0,0.2,29.8,191.9,575.0,287.6,204.0,11.7,53.8,0.3,1354.5,0.1,30.1,1258.6,65.8
2225,East Madhya Pradesh,1926,21.1,3.1,49.2,41.0,31.0,26.3,327.2,551.4,538.7,135.9,1.2,0.9,1726.8,24.2,121.2,1443.6,138.0
2226,East Madhya Pradesh,1927,8.4,18.7,44.4,1.8,2.5,100.1,430.4,382.8,93.6,67.1,77.7,8.4,1235.9,27.1,48.8,1006.9,153.2
2227,East Madhya Pradesh,1928,15.7,52.8,9.1,1.0,2.5,152.7,475.0,185.0,63.1,96.6,0.0,53.5,1106.9,68.5,12.6,875.7,150.1
2228,East Madhya Pradesh,1929,30.0,17.4,0.2,11.2,1.7,94.3,524.9,399.2,103.0,17.7,0.0,47.9,1247.4,47.4,13.1,1121.4,65.6
2229,East Madhya Pradesh,1930,2.1,3.5,3.0,31.3,6.9,134.0,597.9,268.4,109.2,33.9,5.2,8.5,1203.9,5.5,41.3,1109.5,47.6
2230,East Madhya Pradesh,1931,13.7,29.5,9.0,3.3,3.2,69.6,294.5,458.1,290.9,151.6,16.2,2.6,1342.2,43.2,15.4,1113.1,170.5
2231,East Madhya Pradesh,1932,0.0,22.5,13.9,2.4,6.3,105.1,534.5,198.0,242.8,22.5,3.1,0.0,1150.9,22.5,22.5,1080.3,25.6
2232,East Madhya Pradesh,1933,8.4,44.0,18.8,29.5,74.2,143.8,360.6,321.1,294.4,61.4,8.9,3.3,1368.4,52.4,122.5,1120.0,73.5
2233,East Madhya Pradesh,1934,15.9,0.1,10.5,2.2,0.2,228.5,320.7,447.1,395.1,19.9,20.9,12.1,1473.3,16.0,12.9,1391.4,53.0
2234,East Madhya Pradesh,1935,21.5,17.2,0.2,19.1,0.5,88.3,624.4,292.6,200.6,2.4,0.2,12.9,1279.9,38.7,19.8,1205.9,15.5
2235,East Madhya Pradesh,1936,10.2,31.6,22.0,10.4,15.7,233.3,421.9,415.2,217.0,49.0,71.8,6.1,1504.2,41.8,48.1,1287.3,126.9
2236,East Madhya Pradesh,1937,0.1,59.7,11.2,43.5,2.4,186.9,465.5,344.7,179.4,100.0,3.6,1.1,1398.0,59.8,57.0,1176.5,104.7
2237,East Madhya Pradesh,1938,52.3,11.5,6.4,2.6,22.3,300.7,403.4,322.0,158.2,94.3,0.0,0.0,1373.8,63.8,31.4,1184.4,94.3
2238,East Madhya Pradesh,1939,36.4,19.3,20.0,6.4,0.0,186.6,496.0,393.9,180.8,7.9,0.0,0.0,1347.2,55.7,26.4,1257.2,7.9
2239,East Madhya Pradesh,1940,3.4,15.9,16.0,6.6,10.6,117.0,447.2,431.0,81.9,35.0,2.8,25.4,1192.8,19.3,33.3,1077.0,63.2
2240,East Madhya Pradesh,1941,30.0,35.7,15.2,3.1,8.1,124.8,190.2,300.5,111.2,9.2,0.0,0.1,828.1,65.7,26.4,726.8,9.3
2241,East Madhya Pradesh,1942,40.8,79.8,10.2,5.0,0.9,166.4,605.6,381.8,196.5,1.2,0.0,20.1,1508.4,120.6,16.1,1350.3,21.3
2242,East Madhya Pradesh,1943,115.6,1.8,0.0,10.7,28.5,119.2,421.8,386.5,238.3,58.8,1.3,0.0,1382.4,117.4,39.3,1165.7,60.1
2243,East Madhya Pradesh,1944,29.6,68.4,87.3,10.7,1.8,103.1,533.7,379.5,150.5,50.5,6.3,5.7,1427.0,97.9,99.7,1166.8,62.5
2244,East Madhya Pradesh,1945,42.5,0.7,0.0,30.0,6.0,224.9,410.0,287.1,256.2,26.6,0.0,2.2,1286.3,43.2,36.0,1178.2,28.9
2245,East Madhya Pradesh,1946,0.0,23.2,0.9,13.5,8.1,346.0,376.3,480.8,95.6,32.6,108.9,8.6,1494.3,23.2,22.4,1298.7,150.0
2246,East Madhya Pradesh,1947,50.5,26.5,19.6,1.7,2.4,91.4,487.9,438.7,269.5,29.3,0.3,1.8,1419.5,77.0,23.6,1287.5,31.4
2247,East Madhya Pradesh,1948,66.1,11.0,3.6,3.2,1.2,189.2,355.8,371.2,302.8,22.6,103.8,0.0,1430.4,77.1,7.9,1219.0,126.4
2248,East Madhya Pradesh,1949,2.0,15.4,2.8,1.5,24.3,114.4,351.0,302.7,296.2,124.7,0.0,0.4,1235.5,17.4,28.7,1064.3,125.1
2249,East Madhya Pradesh,1950,15.1,27.7,35.9,1.7,2.5,75.3,461.1,408.4,114.3,13.1,0.2,22.6,1177.9,42.8,40.2,1059.1,35.9
2250,East Madhya Pradesh,1951,19.3,21.0,44.5,16.5,9.9,138.5,285.8,382.4,221.6,35.9,0.0,0.0,1175.6,40.3,70.9,1028.4,35.9
2251,East Madhya Pradesh,1952,1.1,27.1,8.8,2.9,2.6,196.4,386.8,400.3,117.1,8.3,0.0,4.0,1155.3,28.1,14.3,1100.6,12.3
2252,East Madhya Pradesh,1953,16.4,4.8,0.0,7.1,2.0,42.7,408.3,348.0,160.8,16.3,0.0,0.6,1007.1,21.3,9.1,959.8,16.9
2253,East Madhya Pradesh,1954,16.6,12.2,6.4,3.1,0.1,80.5,329.7,289.5,332.0,5.8,0.0,0.6,1076.7,28.9,9.6,1031.8,6.4
2254,East Madhya Pradesh,1955,70.9,3.0,1.6,3.0,3.4,236.4,260.2,427.1,295.7,119.6,0.0,0.0,1421.0,73.9,8.1,1219.4,119.6
2255,East Madhya Pradesh,1956,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8,1515.8,19.6,34.1,1313.3,148.8
2256,East Madhya Pradesh,1957,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0.0,0.5,1000.8,21.8,87.9,884.1,7.1
2257,East Madhya Pradesh,1958,8.1,17.0,14.2,6.0,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.6,25.1,21.5,1011.8,113.1
2258,East Madhya Pradesh,1959,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0.0,1302.4,52.9,39.8,1147.7,62.0
2259,East Madhya Pradesh,1960,46.8,0.1,24.6,6.2,1.3,113.1,376.3,495.3,82.7,104.8,0.0,0.8,1252.0,46.9,32.1,1067.4,105.6
2260,East Madhya Pradesh,1961,29.0,11.2,3.8,5.8,8.4,132.9,499.4,462.9,358.4,65.7,7.5,13.7,1598.8,40.3,18.0,1453.7,86.8
2261,East Madhya Pradesh,1962,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51.0,1068.4,36.0,40.4,937.9,54.1
2262,East Madhya Pradesh,1963,7.2,13.5,5.7,16.2,10.7,147.9,274.2,364.4,243.6,27.9,7.7,1.2,1120.1,20.7,32.5,1030.1,36.8
2263,East Madhya Pradesh,1964,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433.0,226.0,21.3,0.9,0.2,1187.3,8.3,6.0,1150.6,22.4
2264,East Madhya Pradesh,1965,4.6,0.9,15.3,12.5,0.6,68.5,205.9,185.0,184.2,11.2,0.1,9.1,697.8,5.4,28.4,643.5,20.5
2265,East Madhya Pradesh,1966,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262.0,51.0,2.2,34.0,8.8,849.1,17.0,10.1,777.0,45.0
2266,East Madhya Pradesh,1967,0.2,0.0,53.3,1.1,2.1,118.5,396.5,481.2,262.0,5.8,1.1,86.0,1407.8,0.2,56.5,1258.3,92.9
2267,East Madhya Pradesh,1968,35.7,12.1,8.8,3.5,1.2,101.9,355.8,281.3,151.5,20.4,0.0,1.5,973.6,47.8,13.4,890.4,22.0
2268,East Madhya Pradesh,1969,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0.0,33.2,0.0,1242.1,11.1,11.6,1186.3,33.2
2269,East Madhya Pradesh,1970,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0.0,0.0,1342.2,90.0,50.1,1198.5,3.6
2270,East Madhya Pradesh,1971,34.6,8.3,11.4,13.6,30.0,356.6,507.9,286.3,159.2,110.9,0.0,0.0,1518.7,42.9,55.0,1309.9,110.9
2271,East Madhya Pradesh,1972,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2,1038.3,10.9,2.7,958.3,66.5
2272,East Madhya Pradesh,1973,1.0,29.3,0.1,1.0,1.1,54.8,440.4,430.2,205.2,81.7,0.0,7.6,1252.3,30.3,2.3,1130.5,89.2
2273,East Madhya Pradesh,1974,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420.0,55.0,76.3,5.1,0.2,971.1,7.0,5.6,876.9,81.6
2274,East Madhya Pradesh,1975,11.8,11.3,13.1,0.1,1.4,190.4,371.8,568.5,171.8,94.0,0.1,0.0,1434.5,23.1,14.6,1302.5,94.2
2275,East Madhya Pradesh,1976,13.5,2.4,5.6,14.6,10.7,84.7,370.6,366.6,173.5,0.3,12.3,0.9,1055.6,15.9,30.9,995.3,13.5
2276,East Madhya Pradesh,1977,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9,1372.2,14.9,19.7,1204.4,133.2
2277,East Madhya Pradesh,1978,22.3,73.6,30.5,5.0,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,1392.6,95.8,35.8,1191.8,69.3
2278,East Madhya Pradesh,1979,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6.0,61.3,1.5,809.8,93.0,14.2,633.9,68.8
2279,East Madhya Pradesh,1980,9.5,4.0,4.0,0.6,1.3,250.1,372.0,516.7,174.9,2.4,0.3,33.3,1369.2,13.5,5.9,1313.7,36.0
2280,East Madhya Pradesh,1981,13.6,1.1,24.3,2.1,14.8,152.0,338.9,270.2,193.8,4.0,5.5,15.8,1036.0,14.7,41.1,954.9,25.4
2281,East Madhya Pradesh,1982,86.0,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5,1297.3,99.4,32.8,1114.9,50.2
2282,East Madhya Pradesh,1983,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0.0,4.1,1275.5,22.9,18.4,1165.2,69.0
2283,East Madhya Pradesh,1984,53.7,37.6,0.0,3.4,2.0,91.4,202.0,590.3,114.0,14.8,0.0,1.5,1110.6,91.3,5.3,997.6,16.4
2284,East Madhya Pradesh,1985,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127.0,97.2,0.0,0.0,1115.4,48.9,9.1,960.2,97.2
2285,East Madhya Pradesh,1986,11.7,99.0,19.8,1.4,11.6,186.8,317.2,243.0,82.5,14.0,1.1,41.1,1029.2,110.6,32.9,829.4,56.2
2286,East Madhya Pradesh,1987,37.7,44.9,8.0,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,1116.1,82.6,16.2,915.4,101.9
